ObservationDate,Province/State,Recovered
2020-07-08,Alabama,22082.0
2020-07-09,Alabama,25783.0
2020-07-10,Alabama,25783.0
2020-07-11,Alabama,25783.0
2020-07-12,Alabama,25783.0
2020-07-13,Alabama,25783.0
2020-07-14,Alabama,25783.0
2020-07-15,Alabama,29736.0
2020-07-16,Alabama,29736.0
2020-07-17,Alabama,29736.0
2020-07-18,Alabama,29736.0
2020-07-19,Alabama,29736.0
2020-01-22,Alaska,0.0
2020-01-23,Alaska,0.0
2020-01-24,Alaska,0.0
2020-01-25,Alaska,0.0
2020-01-26,Alaska,0.0
2020-01-27,Alaska,0.0
2020-01-28,Alaska,0.0
2020-01-29,Alaska,0.0
2020-01-30,Alaska,0.0
2020-01-31,Alaska,0.0
2020-02-01,Alaska,0.0
2020-02-02,Alaska,0.0
2020-02-03,Alaska,0.0
2020-02-04,Alaska,0.0
2020-02-05,Alaska,0.0
2020-02-06,Alaska,0.0
2020-02-07,Alaska,0.0
2020-02-08,Alaska,0.0
2020-02-09,Alaska,0.0
2020-02-10,Alaska,0.0
2020-02-11,Alaska,0.0
2020-02-12,Alaska,0.0
2020-02-13,Alaska,0.0
2020-02-14,Alaska,0.0
2020-02-15,Alaska,0.0
2020-02-16,Alaska,0.0
2020-02-17,Alaska,0.0
2020-02-18,Alaska,0.0
2020-02-19,Alaska,0.0
2020-02-20,Alaska,0.0
2020-02-21,Alaska,0.0
2020-02-22,Alaska,0.0
2020-02-23,Alaska,0.0
2020-02-24,Alaska,0.0
2020-02-25,Alaska,0.0
2020-02-26,Alaska,0.0
2020-02-27,Alaska,0.0
2020-02-28,Alaska,0.0
2020-02-29,Alaska,0.0
2020-03-01,Alaska,0.0
2020-03-02,Alaska,0.0
2020-03-03,Alaska,0.0
2020-03-04,Alaska,0.0
2020-03-05,Alaska,0.0
2020-03-06,Alaska,0.0
2020-03-07,Alaska,0.0
2020-03-08,Alaska,0.0
2020-03-09,Alaska,0.0
2020-03-10,Alaska,0.0
2020-03-11,Alaska,0.0
2020-03-12,Alaska,0.0
2020-03-13,Alaska,0.0
2020-03-14,Alaska,0.0
2020-03-15,Alaska,0.0
2020-03-16,Alaska,0.0
2020-03-17,Alaska,0.0
2020-03-18,Alaska,0.0
2020-03-19,Alaska,0.0
2020-03-20,Alaska,0.0
2020-03-21,Alaska,0.0
2020-03-22,Alaska,1.0
2020-03-23,Alaska,1.0
2020-03-24,Alaska,2.0
2020-03-25,Alaska,3.0
2020-03-26,Alaska,5.0
2020-03-27,Alaska,6.0
2020-03-28,Alaska,10.0
2020-03-29,Alaska,13.0
2020-03-30,Alaska,17.0
2020-03-31,Alaska,19.0
2020-04-01,Alaska,23.0
2020-04-02,Alaska,27.0
2020-04-03,Alaska,31.0
2020-04-04,Alaska,35.0
2020-04-05,Alaska,40.0
2020-04-06,Alaska,44.0
2020-04-07,Alaska,51.0
2020-04-08,Alaska,56.0
2020-04-09,Alaska,61.0
2020-04-10,Alaska,66.0
2020-04-11,Alaska,72.0
2020-04-12,Alaska,66.0
2020-04-13,Alaska,85.0
2020-04-14,Alaska,98.0
2020-04-15,Alaska,106.0
2020-04-16,Alaska,110.0
2020-04-17,Alaska,128.0
2020-04-18,Alaska,147.0
2020-04-19,Alaska,153.0
2020-04-20,Alaska,161.0
2020-04-21,Alaska,168.0
2020-04-22,Alaska,196.0
2020-04-23,Alaska,209.0
2020-04-24,Alaska,208.0
2020-04-25,Alaska,217.0
2020-04-26,Alaska,217.0
2020-04-27,Alaska,218.0
2020-04-28,Alaska,228.0
2020-04-29,Alaska,240.0
2020-04-30,Alaska,252.0
2020-05-01,Alaska,254.0
2020-05-02,Alaska,261.0
2020-05-03,Alaska,262.0
2020-05-04,Alaska,263.0
2020-05-05,Alaska,277.0
2020-05-06,Alaska,284.0
2020-05-07,Alaska,291.0
2020-05-08,Alaska,305.0
2020-05-09,Alaska,318.0
2020-05-10,Alaska,324.0
2020-05-11,Alaska,328.0
2020-05-12,Alaska,334.0
2020-05-13,Alaska,338.0
2020-05-14,Alaska,339.0
2020-05-15,Alaska,343.0
2020-05-16,Alaska,344.0
2020-05-17,Alaska,344.0
2020-05-18,Alaska,345.0
2020-05-19,Alaska,348.0
2020-05-20,Alaska,352.0
2020-05-21,Alaska,356.0
2020-05-22,Alaska,356.0
2020-05-23,Alaska,358.0
2020-05-24,Alaska,358.0
2020-05-25,Alaska,361.0
2020-05-26,Alaska,362.0
2020-05-27,Alaska,364.0
2020-05-28,Alaska,366.0
2020-05-29,Alaska,367.0
2020-05-30,Alaska,368.0
2020-05-31,Alaska,368.0
2020-06-01,Alaska,368.0
2020-06-02,Alaska,371.0
2020-06-03,Alaska,373.0
2020-06-04,Alaska,376.0
2020-06-05,Alaska,380.0
2020-06-06,Alaska,382.0
2020-06-07,Alaska,382.0
2020-06-08,Alaska,384.0
2020-06-09,Alaska,389.0
2020-06-10,Alaska,392.0
2020-06-11,Alaska,397.0
2020-06-12,Alaska,403.0
2020-06-13,Alaska,405.0
2020-06-14,Alaska,411.0
2020-06-15,Alaska,417.0
2020-06-16,Alaska,429.0
2020-06-17,Alaska,438.0
2020-06-18,Alaska,449.0
2020-06-19,Alaska,457.0
2020-06-20,Alaska,464.0
2020-06-21,Alaska,475.0
2020-06-22,Alaska,491.0
2020-06-23,Alaska,502.0
2020-06-24,Alaska,507.0
2020-06-25,Alaska,513.0
2020-06-26,Alaska,519.0
2020-06-27,Alaska,521.0
2020-06-28,Alaska,521.0
2020-06-29,Alaska,525.0
2020-06-30,Alaska,526.0
2020-07-01,Alaska,528.0
2020-07-02,Alaska,535.0
2020-07-03,Alaska,539.0
2020-07-04,Alaska,544.0
2020-07-05,Alaska,544.0
2020-07-06,Alaska,548.0
2020-07-07,Alaska,560.0
2020-07-08,Alaska,563.0
2020-07-09,Alaska,571.0
2020-07-10,Alaska,588.0
2020-07-11,Alaska,598.0
2020-07-12,Alaska,615.0
2020-07-13,Alaska,620.0
2020-07-14,Alaska,642.0
2020-07-15,Alaska,669.0
2020-07-16,Alaska,688.0
2020-07-17,Alaska,697.0
2020-07-18,Alaska,708.0
2020-07-19,Alaska,712.0
2020-01-22,Arizona,0.0
2020-01-23,Arizona,0.0
2020-01-24,Arizona,0.0
2020-01-25,Arizona,0.0
2020-01-26,Arizona,0.0
2020-01-27,Arizona,0.0
2020-01-28,Arizona,0.0
2020-01-29,Arizona,0.0
2020-01-30,Arizona,0.0
2020-01-31,Arizona,0.0
2020-02-01,Arizona,0.0
2020-02-02,Arizona,0.0
2020-02-03,Arizona,0.0
2020-02-04,Arizona,0.0
2020-02-05,Arizona,0.0
2020-02-06,Arizona,0.0
2020-02-07,Arizona,0.0
2020-02-08,Arizona,0.0
2020-02-09,Arizona,0.0
2020-02-10,Arizona,0.0
2020-02-11,Arizona,0.0
2020-02-12,Arizona,0.0
2020-02-13,Arizona,0.0
2020-02-14,Arizona,0.0
2020-02-15,Arizona,0.0
2020-02-16,Arizona,0.0
2020-02-17,Arizona,0.0
2020-02-18,Arizona,0.0
2020-02-19,Arizona,0.0
2020-02-20,Arizona,0.0
2020-02-21,Arizona,0.0
2020-02-22,Arizona,0.0
2020-02-23,Arizona,0.0
2020-02-24,Arizona,0.0
2020-02-25,Arizona,0.0
2020-02-26,Arizona,0.0
2020-02-27,Arizona,0.0
2020-02-28,Arizona,0.0
2020-02-29,Arizona,0.0
2020-03-01,Arizona,0.0
2020-03-02,Arizona,0.0
2020-03-03,Arizona,0.0
2020-03-04,Arizona,0.0
2020-03-05,Arizona,0.0
2020-03-06,Arizona,0.0
2020-03-07,Arizona,0.0
2020-03-08,Arizona,0.0
2020-03-09,Arizona,0.0
2020-03-10,Arizona,0.0
2020-03-11,Arizona,0.0
2020-03-12,Arizona,0.0
2020-03-13,Arizona,0.0
2020-03-14,Arizona,0.0
2020-03-15,Arizona,1.0
2020-03-16,Arizona,1.0
2020-03-17,Arizona,1.0
2020-03-18,Arizona,1.0
2020-03-19,Arizona,2.0
2020-03-20,Arizona,4.0
2020-03-21,Arizona,6.0
2020-03-22,Arizona,8.0
2020-03-23,Arizona,12.0
2020-03-24,Arizona,18.0
2020-03-25,Arizona,22.0
2020-03-26,Arizona,29.0
2020-03-27,Arizona,40.0
2020-03-28,Arizona,48.0
2020-03-29,Arizona,58.0
2020-03-30,Arizona,75.0
2020-03-31,Arizona,86.0
2020-04-01,Arizona,105.0
2020-04-02,Arizona,120.0
2020-04-03,Arizona,140.0
2020-04-04,Arizona,161.0
2020-04-05,Arizona,187.0
2020-04-06,Arizona,210.0
2020-04-07,Arizona,225.0
2020-04-08,Arizona,242.0
2020-04-09,Arizona,245.0
2020-04-10,Arizona,257.0
2020-04-11,Arizona,284.0
2020-04-12,Arizona,300.0
2020-04-13,Arizona,320.0
2020-04-14,Arizona,249.0
2020-04-15,Arizona,385.0
2020-04-16,Arizona,460.0
2020-04-17,Arizona,539.0
2020-04-18,Arizona,539.0
2020-04-19,Arizona,994.0
2020-04-20,Arizona,1155.0
2020-04-21,Arizona,1155.0
2020-04-22,Arizona,1265.0
2020-04-23,Arizona,1282.0
2020-04-24,Arizona,1313.0
2020-04-25,Arizona,1345.0
2020-04-26,Arizona,1383.0
2020-04-27,Arizona,1418.0
2020-04-28,Arizona,1450.0
2020-04-29,Arizona,1475.0
2020-04-30,Arizona,1499.0
2020-05-01,Arizona,1528.0
2020-05-02,Arizona,1565.0
2020-05-03,Arizona,1597.0
2020-05-04,Arizona,1632.0
2020-05-05,Arizona,1671.0
2020-05-06,Arizona,1693.0
2020-05-07,Arizona,1722.0
2020-05-08,Arizona,1747.0
2020-05-09,Arizona,2684.0
2020-05-10,Arizona,2775.0
2020-05-11,Arizona,2852.0
2020-05-12,Arizona,2909.0
2020-05-13,Arizona,2979.0
2020-05-14,Arizona,3074.0
2020-05-15,Arizona,3145.0
2020-05-16,Arizona,3357.0
2020-05-17,Arizona,3450.0
2020-05-18,Arizona,3570.0
2020-05-19,Arizona,3693.0
2020-05-20,Arizona,3773.0
2020-05-21,Arizona,3872.0
2020-05-22,Arizona,3949.0
2020-05-23,Arizona,4033.0
2020-05-24,Arizona,4132.0
2020-05-25,Arizona,4204.0
2020-05-26,Arizona,4297.0
2020-05-27,Arizona,4361.0
2020-05-28,Arizona,4452.0
2020-05-29,Arizona,4551.0
2020-05-30,Arizona,4657.0
2020-05-31,Arizona,4761.0
2020-06-01,Arizona,4869.0
2020-06-02,Arizona,4967.0
2020-06-03,Arizona,5076.0
2020-06-04,Arizona,5172.0
2020-06-05,Arizona,5298.0
2020-06-06,Arizona,5399.0
2020-06-07,Arizona,5517.0
2020-06-08,Arizona,5639.0
2020-06-09,Arizona,5764.0
2020-06-10,Arizona,5851.0
2020-06-11,Arizona,5980.0
2020-06-12,Arizona,5980.0
2020-06-13,Arizona,6209.0
2020-06-14,Arizona,6333.0
2020-06-15,Arizona,6462.0
2020-06-16,Arizona,6598.0
2020-06-17,Arizona,6715.0
2020-06-18,Arizona,6863.0
2020-06-19,Arizona,7018.0
2020-06-20,Arizona,7196.0
2020-06-21,Arizona,7387.0
2020-06-22,Arizona,7581.0
2020-06-23,Arizona,7746.0
2020-06-24,Arizona,7936.0
2020-06-25,Arizona,8139.0
2020-06-26,Arizona,8389.0
2020-06-27,Arizona,8659.0
2020-06-28,Arizona,8926.0
2020-06-29,Arizona,9179.0
2020-06-30,Arizona,9411.0
2020-07-01,Arizona,9715.0
2020-07-02,Arizona,10137.0
2020-07-03,Arizona,10478.0
2020-07-04,Arizona,10903.0
2020-07-05,Arizona,11361.0
2020-07-06,Arizona,11836.0
2020-07-07,Arizona,12260.0
2020-07-08,Arizona,12803.0
2020-07-09,Arizona,13341.0
2020-07-10,Arizona,13853.0
2020-07-11,Arizona,14394.0
2020-07-12,Arizona,14829.0
2020-07-13,Arizona,15254.0
2020-07-14,Arizona,15678.0
2020-07-15,Arizona,16155.0
2020-07-16,Arizona,16684.0
2020-07-17,Arizona,17184.0
2020-07-18,Arizona,17661.0
2020-07-19,Arizona,18149.0
2020-01-22,Arkansas,0.0
2020-01-23,Arkansas,0.0
2020-01-24,Arkansas,0.0
2020-01-25,Arkansas,0.0
2020-01-26,Arkansas,0.0
2020-01-27,Arkansas,0.0
2020-01-28,Arkansas,0.0
2020-01-29,Arkansas,0.0
2020-01-30,Arkansas,0.0
2020-01-31,Arkansas,0.0
2020-02-01,Arkansas,0.0
2020-02-02,Arkansas,0.0
2020-02-03,Arkansas,0.0
2020-02-04,Arkansas,0.0
2020-02-05,Arkansas,0.0
2020-02-06,Arkansas,0.0
2020-02-07,Arkansas,0.0
2020-02-08,Arkansas,0.0
2020-02-09,Arkansas,0.0
2020-02-10,Arkansas,0.0
2020-02-11,Arkansas,0.0
2020-02-12,Arkansas,0.0
2020-02-13,Arkansas,0.0
2020-02-14,Arkansas,0.0
2020-02-15,Arkansas,0.0
2020-02-16,Arkansas,0.0
2020-02-17,Arkansas,0.0
2020-02-18,Arkansas,0.0
2020-02-19,Arkansas,0.0
2020-02-20,Arkansas,0.0
2020-02-21,Arkansas,0.0
2020-02-22,Arkansas,0.0
2020-02-23,Arkansas,0.0
2020-02-24,Arkansas,0.0
2020-02-25,Arkansas,0.0
2020-02-26,Arkansas,0.0
2020-02-27,Arkansas,0.0
2020-02-28,Arkansas,0.0
2020-02-29,Arkansas,0.0
2020-03-01,Arkansas,0.0
2020-03-02,Arkansas,0.0
2020-03-03,Arkansas,0.0
2020-03-04,Arkansas,0.0
2020-03-05,Arkansas,0.0
2020-03-06,Arkansas,0.0
2020-03-07,Arkansas,0.0
2020-03-08,Arkansas,0.0
2020-03-09,Arkansas,0.0
2020-03-10,Arkansas,0.0
2020-03-11,Arkansas,0.0
2020-03-12,Arkansas,0.0
2020-03-13,Arkansas,0.0
2020-03-14,Arkansas,0.0
2020-03-15,Arkansas,0.0
2020-03-16,Arkansas,0.0
2020-03-17,Arkansas,0.0
2020-03-18,Arkansas,6.0
2020-03-19,Arkansas,8.0
2020-03-20,Arkansas,15.0
2020-03-21,Arkansas,18.0
2020-03-22,Arkansas,28.0
2020-03-23,Arkansas,34.0
2020-03-24,Arkansas,39.0
2020-03-25,Arkansas,49.0
2020-03-26,Arkansas,60.0
2020-03-27,Arkansas,75.0
2020-03-28,Arkansas,88.0
2020-03-29,Arkansas,101.0
2020-03-30,Arkansas,125.0
2020-03-31,Arkansas,152.0
2020-04-01,Arkansas,183.0
2020-04-02,Arkansas,218.0
2020-04-03,Arkansas,255.0
2020-04-04,Arkansas,284.0
2020-04-05,Arkansas,337.0
2020-04-06,Arkansas,368.0
2020-04-07,Arkansas,414.0
2020-04-08,Arkansas,454.0
2020-04-09,Arkansas,525.0
2020-04-10,Arkansas,565.0
2020-04-11,Arkansas,609.0
2020-04-12,Arkansas,367.0
2020-04-13,Arkansas,391.0
2020-04-14,Arkansas,427.0
2020-04-15,Arkansas,489.0
2020-04-16,Arkansas,548.0
2020-04-17,Arkansas,593.0
2020-04-18,Arkansas,703.0
2020-04-19,Arkansas,721.0
2020-04-20,Arkansas,749.0
2020-04-21,Arkansas,809.0
2020-04-22,Arkansas,863.0
2020-04-23,Arkansas,902.0
2020-04-24,Arkansas,929.0
2020-04-25,Arkansas,964.0
2020-04-26,Arkansas,985.0
2020-04-27,Arkansas,987.0
2020-04-28,Arkansas,1146.0
2020-04-29,Arkansas,1249.0
2020-04-30,Arkansas,1305.0
2020-05-01,Arkansas,1973.0
2020-05-02,Arkansas,1987.0
2020-05-03,Arkansas,1999.0
2020-05-04,Arkansas,2016.0
2020-05-05,Arkansas,2041.0
2020-05-06,Arkansas,2109.0
2020-05-07,Arkansas,2123.0
2020-05-08,Arkansas,2159.0
2020-05-09,Arkansas,2968.0
2020-05-10,Arkansas,2968.0
2020-05-11,Arkansas,3149.0
2020-05-12,Arkansas,3220.0
2020-05-13,Arkansas,3220.0
2020-05-14,Arkansas,3277.0
2020-05-15,Arkansas,3390.0
2020-05-16,Arkansas,3472.0
2020-05-17,Arkansas,3590.0
2020-05-18,Arkansas,3645.0
2020-05-19,Arkansas,3739.0
2020-05-20,Arkansas,3852.0
2020-05-21,Arkansas,3915.0
2020-05-22,Arkansas,4029.0
2020-05-23,Arkansas,4029.0
2020-05-24,Arkansas,4148.0
2020-05-25,Arkansas,4249.0
2020-05-26,Arkansas,4332.0
2020-05-27,Arkansas,4424.0
2020-05-28,Arkansas,4583.0
2020-05-29,Arkansas,4583.0
2020-05-30,Arkansas,5166.0
2020-05-31,Arkansas,5275.0
2020-06-01,Arkansas,5401.0
2020-06-02,Arkansas,5401.0
2020-06-03,Arkansas,5717.0
2020-06-04,Arkansas,5717.0
2020-06-05,Arkansas,5919.0
2020-06-06,Arkansas,6266.0
2020-06-07,Arkansas,6424.0
2020-06-08,Arkansas,6424.0
2020-06-09,Arkansas,6875.0
2020-06-10,Arkansas,7116.0
2020-06-11,Arkansas,7351.0
2020-06-12,Arkansas,7607.0
2020-06-13,Arkansas,7607.0
2020-06-14,Arkansas,8110.0
2020-06-15,Arkansas,8352.0
2020-06-16,Arkansas,8352.0
2020-06-17,Arkansas,8996.0
2020-06-18,Arkansas,9376.0
2020-06-19,Arkansas,9712.0
2020-06-20,Arkansas,10082.0
2020-06-21,Arkansas,10082.0
2020-06-22,Arkansas,10793.0
2020-06-23,Arkansas,11220.0
2020-06-24,Arkansas,11568.0
2020-06-25,Arkansas,12127.0
2020-06-26,Arkansas,12127.0
2020-06-27,Arkansas,12784.0
2020-06-28,Arkansas,13270.0
2020-06-29,Arkansas,14066.0
2020-06-30,Arkansas,14531.0
2020-07-01,Arkansas,15163.0
2020-07-02,Arkansas,15698.0
2020-07-03,Arkansas,16164.0
2020-07-04,Arkansas,16726.0
2020-07-05,Arkansas,16726.0
2020-07-06,Arkansas,17834.0
2020-07-07,Arkansas,17834.0
2020-07-08,Arkansas,18725.0
2020-07-09,Arkansas,19992.0
2020-07-10,Arkansas,20642.0
2020-07-11,Arkansas,20642.0
2020-07-12,Arkansas,21591.0
2020-07-13,Arkansas,22106.0
2020-07-14,Arkansas,22844.0
2020-07-15,Arkansas,23523.0
2020-07-16,Arkansas,24195.0
2020-07-17,Arkansas,24776.0
2020-07-18,Arkansas,24776.0
2020-07-19,Arkansas,25292.0
2020-01-22,California,0.0
2020-01-23,California,0.0
2020-01-24,California,0.0
2020-01-25,California,0.0
2020-01-26,California,0.0
2020-01-27,California,0.0
2020-01-28,California,0.0
2020-01-29,California,0.0
2020-01-30,California,0.0
2020-01-31,California,0.0
2020-02-01,California,0.0
2020-02-02,California,0.0
2020-02-03,California,0.0
2020-02-04,California,0.0
2020-02-05,California,0.0
2020-02-06,California,0.0
2020-02-07,California,0.0
2020-02-08,California,0.0
2020-02-09,California,0.0
2020-02-10,California,0.0
2020-02-11,California,0.0
2020-02-12,California,0.0
2020-02-13,California,0.0
2020-02-14,California,0.0
2020-02-15,California,0.0
2020-02-16,California,0.0
2020-02-17,California,0.0
2020-02-18,California,0.0
2020-02-19,California,0.0
2020-02-20,California,0.0
2020-02-21,California,0.0
2020-02-22,California,0.0
2020-02-23,California,0.0
2020-02-24,California,0.0
2020-02-25,California,0.0
2020-02-26,California,0.0
2020-02-27,California,0.0
2020-02-28,California,0.0
2020-02-29,California,0.0
2020-03-01,California,0.0
2020-03-02,California,0.0
2020-03-03,California,0.0
2020-03-04,California,0.0
2020-03-05,California,0.0
2020-03-06,California,0.0
2020-03-07,California,0.0
2020-03-08,California,0.0
2020-03-09,California,0.0
2020-03-10,California,0.0
2020-03-11,California,0.0
2020-03-12,California,0.0
2020-03-13,California,0.0
2020-03-14,California,0.0
2020-03-15,California,0.0
2020-03-16,California,0.0
2020-03-17,California,0.0
2020-03-18,California,0.0
2020-03-19,California,0.0
2020-03-20,California,0.0
2020-03-21,California,0.0
2020-03-22,California,0.0
2020-03-23,California,0.0
2020-03-24,California,0.0
2020-03-25,California,0.0
2020-03-26,California,0.0
2020-03-27,California,0.0
2020-03-28,California,0.0
2020-03-29,California,0.0
2020-03-30,California,0.0
2020-03-31,California,0.0
2020-04-01,California,0.0
2020-04-02,California,0.0
2020-04-03,California,0.0
2020-04-04,California,0.0
2020-04-05,California,0.0
2020-04-06,California,0.0
2020-04-07,California,0.0
2020-04-08,California,0.0
2020-04-09,California,0.0
2020-04-10,California,0.0
2020-04-11,California,0.0
2020-04-12,California,0.0
2020-04-13,California,0.0
2020-04-14,California,0.0
2020-04-15,California,0.0
2020-04-16,California,0.0
2020-04-17,California,0.0
2020-04-18,California,0.0
2020-04-19,California,0.0
2020-04-20,California,0.0
2020-04-21,California,0.0
2020-04-22,California,0.0
2020-04-23,California,0.0
2020-04-24,California,0.0
2020-04-25,California,0.0
2020-04-26,California,0.0
2020-04-27,California,0.0
2020-04-28,California,0.0
2020-04-29,California,0.0
2020-04-30,California,0.0
2020-05-01,California,0.0
2020-05-02,California,0.0
2020-05-03,California,0.0
2020-05-04,California,0.0
2020-05-05,California,0.0
2020-05-06,California,0.0
2020-05-07,California,0.0
2020-05-08,California,0.0
2020-05-09,California,0.0
2020-05-10,California,0.0
2020-05-11,California,0.0
2020-05-12,California,0.0
2020-05-13,California,0.0
2020-05-14,California,0.0
2020-05-15,California,0.0
2020-05-16,California,0.0
2020-05-17,California,0.0
2020-05-18,California,0.0
2020-05-19,California,0.0
2020-05-20,California,0.0
2020-05-21,California,0.0
2020-05-22,California,0.0
2020-05-23,California,0.0
2020-05-24,California,0.0
2020-05-25,California,0.0
2020-05-26,California,0.0
2020-05-27,California,0.0
2020-05-28,California,0.0
2020-05-29,California,0.0
2020-05-30,California,0.0
2020-05-31,California,0.0
2020-06-01,California,0.0
2020-06-02,California,0.0
2020-06-03,California,0.0
2020-06-04,California,0.0
2020-06-05,California,0.0
2020-06-06,California,0.0
2020-06-07,California,0.0
2020-06-08,California,0.0
2020-06-09,California,0.0
2020-06-10,California,0.0
2020-06-11,California,0.0
2020-06-12,California,0.0
2020-06-13,California,0.0
2020-06-14,California,0.0
2020-06-15,California,0.0
2020-06-16,California,0.0
2020-06-17,California,0.0
2020-06-18,California,0.0
2020-06-19,California,0.0
2020-06-20,California,0.0
2020-06-21,California,0.0
2020-06-22,California,0.0
